Weapon Hash,Weapon Name,Weapon Name With Season,Weapon Type,Weapon Slot,Weapon Tier,Weapon Element,Weapon Current Version,Weapon Power Cap,Is Sunset,Weapon Season,Weapon Archetype,Weapon Slot 1 Type,Weapon Slot 2 Type,Weapon Slot 3 Type,Weapon Slot 4 Type,Accuracy,Aim Assistance,Airborne Effectiveness,Ammo Capacity,Blast Radius,Charge Rate,Charge Time,Draw Time,Guard Efficiency,Guard Endurance,Guard Resistance,Handling,Impact,Inventory Size,Magazine,Weapon Range,Recoil Direction,Reload Speed,Rounds Per Minute,Shield Duration,Stability,Swing Speed,Velocity,Zoom,Slot 1 Perk 0,Slot 1 Perk 1,Slot 1 Perk 2,Slot 1 Perk 3,Slot 1 Perk 4,Slot 1 Perk 5,Slot 1 Perk 6,Slot 1 Perk 7,Slot 1 Perk 8,Slot 1 Perk 9,Slot 1 Perk 10,Slot 1 Perk 11,Slot 1 Perk 12,Slot 2 Perk 0,Slot 2 Perk 1,Slot 2 Perk 2,Slot 2 Perk 3,Slot 2 Perk 4,Slot 2 Perk 5,Slot 2 Perk 6,Slot 2 Perk 7,Slot 2 Perk 8,Slot 2 Perk 9,Slot 2 Perk 10,Slot 2 Perk 11,Slot 2 Perk 12,Slot 3 Perk 0,Slot 3 Perk 1,Slot 3 Perk 2,Slot 3 Perk 3,Slot 3 Perk 4,Slot 3 Perk 5,Slot 3 Perk 6,Slot 3 Perk 7,Slot 3 Perk 8,Slot 3 Perk 9,Slot 3 Perk 10,Slot 3 Perk 11,Slot 3 Perk 12,Slot 4 Perk 0,Slot 4 Perk 1,Slot 4 Perk 2,Slot 4 Perk 3,Slot 4 Perk 4,Slot 4 Perk 5,Slot 4 Perk 6,Slot 4 Perk 7,Slot 4 Perk 8,Slot 4 Perk 9,Slot 4 Perk 10,Slot 4 Perk 11,Slot 4 Perk 12
2276328320,Veles-X,Veles-X (S19),Pulse Rifle,Energy,Legendary,Void,0,999999,No,19,Aggressive Burst,Barrels,Magazines,Frames,Frames,,41.0,19.0,,,,,,,,,23.0,35.0,54.0,38.0,73.0,64.0,38.0,450.0,,57.0,,,18.0,Chambered Compensator,,,,,,,,,,,,,Flared Magwell,,,,,,,,,,,,,Repulsor Brace,Tunnel Vision,,,,,,,,,,,,Golden Tricorn,Kill Clip,,,,,,,,,,,
2278995296,Does Not Compute,Does Not Compute (S05),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,5,High-Impact Frame,Scopes,Magazines,Frames,Frames,,39.0,10.0,,,,,,,,,28.0,67.0,50.0,12.0,60.0,80.0,37.0,150.0,,16.0,,,21.0,Rifle Scope ST,Rifle Scope SSF,Cleanshot IS,Hitmark IS,Red Dot 2 MOA,Red Dot Micro,,,,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Hip-Fire Grip,Grave Robber,Auto-Loading Holster,Zen Moment,Moving Target,Triple Tap,High-Impact Reserves,,,,,,,Explosive Payload,Rangefinder,Threat Detector,Opening Shot,Outlaw,Rampage,Kill Clip,,,,,,
2286143274,The Huckleberry,The Huckleberry (S03),Submachine Gun,Kinetic,Exotic,Kinetic,0,999999,No,3,Ride the Bull,Barrels,Magazines,Frames,Stocks,,49.0,33.0,,,,,,,,,56.0,22.0,100.0,37.0,48.0,100.0,0.0,750.0,,36.0,,,15.0,Fluted Barrel,,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Rampage,,,,,,,,,,,,,Short-Action Stock,,,,,,,,,,,,
2290863050,Persuader,Persuader (S01),Sniper Rifle,Energy,Legendary,Void,0,1060,Yes,1,Rapid-Fire Frame,Scopes,Magazines,Frames,,,71.0,2.0,,,,,,,,,63.0,55.0,42.0,5.0,32.0,60.0,57.0,140.0,,35.0,,,35.0,50VAL Telescopic,9RECT Telescopic,,,,,,,,,,,,Extended Mag,Flared Magwell,,,,,,,,,,,,Explosive Payload,,,,,,,,,,,,,,,,,,,,,,,,,
2295941920,Belfry Bounty,Belfry Bounty (S02),Sniper Rifle,Energy,Legendary,Arc,0,1060,Yes,2,Adaptive Frame,Scopes,Magazines,Frames,,,63.0,2.0,,,,,,,,,38.0,70.0,39.0,4.0,43.0,52.0,40.0,90.0,,37.0,,,40.0,Zoom 30 Focus,Zoom 10 Point,,,,,,,,,,,,Extended Mag,Armor-Piercing Rounds,,,,,,,,,,,,Auto-Loading Holster,,,,,,,,,,,,,,,,,,,,,,,,,
2295941921,Maestro-46,Maestro-46 (S02),Sniper Rifle,Energy,Legendary,Void,0,1060,Yes,2,Aggressive Frame,Scopes,Magazines,Frames,,,43.0,2.0,,,,,,,,,24.0,90.0,33.0,3.0,72.0,60.0,30.0,72.0,,17.0,,,43.0,SSO-05 Sniper,SSO-07 Sniper,SSO-08 Sniper,,,,,,,,,,,Accurized Rounds,Extended Mag,Alloy Magazine,,,,,,,,,,,Triple Tap,,,,,,,,,,,,,,,,,,,,,,,,,
2302346155,IKELOS_SR_v1.0.3,IKELOS_SR_v1.0.3 (S19),Sniper Rifle,Energy,Legendary,Solar,0,999999,No,19,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,73.0,4.0,,,,,,,,,67.0,55.0,45.0,5.0,30.0,57.0,57.0,140.0,,39.0,,,45.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Seraph Rounds,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,Fragile Focus,Surplus,Perpetual Motion,No Distractions,Moving Target,Fourth Time's the Charm,Overflow,,,,,,,Under-Over,Slickdraw,Elemental Capacitor,High-Impact Reserves,Box Breathing,Focused Fury,Incandescent,,,,,,
2306182339,Wilderflight,Wilderflight (S19),Grenade Launcher,Energy,Legendary,Void,0,999999,No,19,Double Fire,Tubes,Magazines,Frames,Frames,,67.0,4.0,,60.0,,,,,,,43.0,,10.0,1.0,,25.0,32.0,100.0,,20.0,,93.0,13.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,Disorienting Grenades,Proximity Grenades,Spike Grenades,High-Velocity Rounds,Implosion Rounds,,,,,,,,,Auto-Loading Holster,Repulsor Brace,Feeding Frenzy,Danger Zone,Unrelenting,Demolitionist,,,,,,,,Adrenaline Junkie,Lead from Gold,Frenzy,Vorpal Weapon,Pugilist,Disruption Break,,,,,,,
2314610827,Igneous Hammer (Adept),Igneous Hammer (Adept) (S22),Hand Cannon,Energy,Legendary,Solar,0,999999,No,22,Aggressive Frame,Barrels,Magazines,Frames,Frames,,69.0,23.0,,,,,,,,,37.0,92.0,55.0,9.0,65.0,95.0,30.0,120.0,,35.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Encore,Heal Clip,Slickdraw,Rapid Hit,Keep Away,Rangefinder,Fragile Focus,,,,,,,Precision Instrument,Opening Shot,Moving Target,Incandescent,Golden Tricorn,Frenzy,Eye of the Storm,,,,,,
2314999489,Imperative,Imperative (S08),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,8,High-Impact Frame,Barrels,Magazines,Frames,Frames,,33.0,10.0,,,,,,,,,22.0,67.0,53.0,13.0,65.0,80.0,30.0,150.0,,20.0,,,21.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,No Distractions,Triple Tap,Eye of the Storm,Subsistence,Field Prep,Outlaw,,,,,,,,Explosive Payload,Rampage,Multikill Clip,Rangefinder,Snapshot Sights,Opening Shot,,,,,,,
2323544076,Hollow Denial,Hollow Denial (S17),Trace Rifle,Energy,Legendary,Void,0,999999,No,17,Adaptive Frame,Barrels,Batteries,Frames,Frames,,100.0,9.0,,,,,,,,,55.0,6.0,65.0,96.0,66.0,99.0,46.0,1000.0,,76.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Enhanced Battery,Ionized Battery,Particle Repeater,Projection Fuse,Light Battery,Tactical Battery,,,,,,,,Rangefinder,Well-Rounded,Surplus,Heating Up,Lead from Gold,Adaptive Munitions,,,,,,,,Wellspring,Dragonfly,Unrelenting,Swashbuckler,Repulsor Brace,Killing Tally,,,,,,,
2326716489,Gunnora's Axe,Gunnora's Axe (S07),Shotgun,Energy,Legendary,Arc,0,1060,Yes,7,Pinpoint Slug Frame,Barrels,Magazines,Frames,Frames,,34.0,2.0,,,,,,,,,65.0,70.0,42.0,6.0,67.0,51.0,48.0,65.0,,49.0,,,12.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,Outlaw,Threat Detector,Field Prep,Full Auto Trigger System,Pulse Monitor,Quickdraw,Auto-Loading Holster,,,,,,,Rampage,Triple Tap,Snapshot Sights,Moving Target,Slideshot,Opening Shot,Demolitionist,Swashbuckler,,,,,
2328531378,Lodbrok-C,Lodbrok-C (S19),Auto Rifle,Kinetic,Legendary,Kinetic,0,999999,No,19,High-Impact Frame,Barrels,Magazines,Frames,Frames,,55.0,19.0,,,,,,,,,36.0,33.0,46.0,31.0,78.0,88.0,31.0,360.0,,35.0,,,19.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Dynamic Sway Reduction,Demolitionist,Osmosis,Perpetual Motion,Fourth Time's the Charm,Fragile Focus,,,,,,,,Kill Clip,Adrenaline Junkie,Cascade Point,Wellspring,Target Lock,Tap the Trigger,,,,,,,
2338088853,Calusea Noblesse,Calusea Noblesse (S07),Scout Rifle,Energy,Legendary,Void,0,1060,Yes,7,High-Impact Frame,Barrels,Magazines,Frames,Frames,,32.0,10.0,,,,,,,,,29.0,67.0,60.0,14.0,72.0,75.0,31.0,150.0,,22.0,,,21.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Outlaw,Subsistence,Disruption Break,Ambitious Assassin,Zen Moment,Moving Target,,,,,,,,Multikill Clip,Rampage,Shield Disorient,Rangefinder,Dragonfly,,,,,,,,
2342054803,Ogma PR6,Ogma PR6 (S16),Pulse Rifle,Energy,Legendary,Solar,0,999999,No,16,Lightweight Frame,Barrels,Magazines,Frames,Frames,,73.0,15.0,,,,,,,,,70.0,27.0,45.0,32.0,38.0,55.0,55.0,450.0,,52.0,,,19.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Stats for All,Demolitionist,Perpetual Motion,Heating Up,Unrelenting,Adaptive Munitions,,,,,,,,Disruption Break,Dragonfly,One for All,Wellspring,Adrenaline Junkie,Turnabout,,,,,,,
2345794502,Forgiveness,Forgiveness (S17),Sidearm,Energy,Legendary,Arc,0,999999,No,17,Aggressive Burst,Barrels,Magazines,Frames,Frames,,90.0,25.0,,,,,,,,,39.0,56.0,33.0,25.0,60.0,96.0,24.0,325.0,,41.0,,,12.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Demolitionist,Air Assault,Subsistence,Killing Wind,Well-Rounded,Moving Target,,,,,,,,Rapid Hit,Harmony,Multikill Clip,Vorpal Weapon,Fragile Focus,Adrenaline Junkie,,,,,,,
2349907931,Prolonged Engagement,Prolonged Engagement (S19),Submachine Gun,Kinetic,Legendary,Stasis,0,999999,No,19,Lightweight Frame,Barrels,Magazines,Frames,Frames,,55.0,21.0,,,,,,,,,68.0,15.0,60.0,36.0,25.0,85.0,29.0,900.0,,46.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Dynamic Sway Reduction,Grave Robber,Offhand Strike,Outlaw,Subsistence,Fourth Time's the Charm,Feeding Frenzy,Air Assault,Eye of the Storm,Killing Wind,Heating Up,Perfect Float,,Frenzy,Surrounded,Multikill Clip,Pugilist,One for All,Thresh,Headstone,Encore,Rangefinder,Adagio,Gutshot Straight,Target Lock,
2351180975,Igneous Hammer,Igneous Hammer (S13),Hand Cannon,Energy,Legendary,Solar,0,999999,No,13,Aggressive Frame,Barrels,Magazines,Frames,Frames,,69.0,23.0,,,,,,,,,37.0,92.0,55.0,9.0,65.0,95.0,30.0,120.0,,35.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Quickdraw,Killing Wind,Outlaw,Rapid Hit,Subsistence,Encore,Overflow,,,,,,,Celerity,Rampage,One for All,Snapshot Sights,Moving Target,Elemental Capacitor,Opening Shot,,,,,,
2351747816,Cuboid ARu,Cuboid ARu (S04),Auto Rifle,Kinetic,Rare,Kinetic,0,999999,No,4,Precision Frame,Scopes,Magazines,Frames,,,42.0,,,,,,,,,,33.0,29.0,50.0,31.0,54.0,75.0,35.0,450.0,,38.0,,,16.0,Red Dot-ORS1,Red Dot-ORS,,,,,,,,,,,,Armor-Piercing Rounds,,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
2351747817,Refrain-23,Refrain-23 (S04),Auto Rifle,Energy,Rare,Solar,0,999999,No,4,Adaptive Frame,Scopes,Magazines,Frames,,,62.0,,,,,,,,,,50.0,21.0,45.0,47.0,38.0,73.0,30.0,600.0,,36.0,,,16.0,SLO-12 Post,SPO-57 Front,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,
2351747818,Sand Wasp-3au,Sand Wasp-3au (S04),Auto Rifle,Energy,Rare,Arc,0,999999,No,4,Rapid-Fire Frame,Barrels,Magazines,Frames,,,70.0,,,,,,,,,,40.0,18.0,47.0,48.0,28.0,51.0,45.0,720.0,,48.0,,,16.0,Arrowhead Brake,Polygonal Rifling,,,,,,,,,,,,High-Caliber Rounds,,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
2351747819,Ros Lysis II,Ros Lysis II (S04),Auto Rifle,Kinetic,Rare,Kinetic,0,999999,No,4,Adaptive Frame,Scopes,Magazines,Frames,,,70.0,,,,,,,,,,57.0,21.0,47.0,42.0,40.0,47.0,50.0,600.0,,34.0,,,16.0,Red Dot-OAS,Quickdraw IS,,,,,,,,,,,,Flared Magwell,,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
2357297366,Witherhoard,Witherhoard (S11),Grenade Launcher,Kinetic,Exotic,Kinetic,0,999999,No,11,Primeval's Torment,Tubes,Magazines,Frames,Stocks,,84.0,6.0,,,,,,,,,48.0,60.0,46.0,6.0,,96.0,33.0,90.0,,63.0,,12.0,12.0,Countermass,,,,,,,,,,,,,Black Powder,,,,,,,,,,,,,Break the Bank,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
2362471600,Drang,Drang (S01),Sidearm,Energy,Legendary,Solar,0,999999,No,1,Together Forever,Barrels,Frames,Frames,Magazines,,70.0,23.0,,,,,,,,,71.0,49.0,50.0,18.0,35.0,80.0,30.0,300.0,,60.0,,,13.0,Smallbore,,,,,,,,,,,,,Rampage,,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,
2362471601,Rat King,Rat King (S01),Sidearm,Kinetic,Exotic,Kinetic,0,999999,No,1,Rat Pack,Barrels,Magazines,Frames,Grips,,60.0,31.0,,,,,,,,,40.0,49.0,80.0,15.0,30.0,80.0,40.0,300.0,,40.0,,,12.0,Smallbore,,,,,,,,,,,,,Tactical Mag,,,,,,,,,,,,,Vermin,,,,,,,,,,,,,Smooth Grip,,,,,,,,,,,,
2376481550,Anarchy,Anarchy (S05),Grenade Launcher,Power,Exotic,Arc,0,999999,No,5,Arc Traps,Tubes,Magazines,Frames,Stocks,,69.0,20.0,,70.0,,,,,,,59.0,,0.0,6.0,,50.0,63.0,150.0,,60.0,,100.0,13.0,Quick Launch,,,,,,,,,,,,,High-Velocity Rounds,,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
2378101424,The Militia's Birthright (Adept),The Militia's Birthright (Adept) (S18),Grenade Launcher,Kinetic,Legendary,Kinetic,0,999999,No,18,Lightweight Frame,Tubes,Magazines,Frames,Frames,,75.0,4.0,,100.0,,,,,,,69.0,,61.0,1.0,,62.0,63.0,90.0,,23.0,,72.0,13.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,Disorienting Grenades,Proximity Grenades,Spike Grenades,High-Velocity Rounds,Implosion Rounds,,,,,,,,,Slideways,Ambitious Assassin,Quickdraw,Grave Robber,Steady Hands,Lead from Gold,,,,,,,,Auto-Loading Holster,Frenzy,Multikill Clip,Pugilist,One for All,Swashbuckler,,,,,,,
2386979999,The Scholar (Adept),The Scholar (Adept) (S12),Scout Rifle,Kinetic,Legendary,Kinetic,0,999999,No,12,High-Impact Frame,Barrels,Magazines,Frames,Frames,,32.0,21.0,,,,,,,,,30.0,67.0,50.0,13.0,66.0,80.0,31.0,150.0,,21.0,,,21.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Underdog,Opening Shot,Full Auto Trigger System,Slideways,Quickdraw,,,,,,,,,No Distractions,Vorpal Weapon,Elemental Capacitor,Snapshot Sights,Celerity,,,,,,,,
2398848320,Erentil FR4,Erentil FR4 (S01),Fusion Rifle,Energy,Legendary,Void,0,1060,Yes,1,High-Impact Frame,Scopes,Batteries,Frames,,,65.0,4.0,,,,960.0,,,,,18.0,95.0,30.0,5.0,54.0,60.0,20.0,,,22.0,,,15.0,Candle PS,Flash HS5,,,,,,,,,,,,Accelerated Coils,Liquid Coils,,,,,,,,,,,,Under Pressure,,,,,,,,,,,,,,,,,,,,,,,,,
2399110176,Eyes of Tomorrow,Eyes of Tomorrow (S12),Rocket Launcher,Power,Exotic,Solar,0,999999,No,12,Eyes on All,Tubes,Magazines,Frames,Stocks,,68.0,7.0,,50.0,,,,,,,44.0,,20.0,1.0,,75.0,46.0,20.0,,72.0,,52.0,20.0,Smart Drift Control,,,,,,,,,,,,,Alloy Casing,,,,,,,,,,,,,Adaptive Ordnance,,,,,,,,,,,,,Fitted Stock,,,,,,,,,,,,
2405619467,Forgiveness (Adept),Forgiveness (Adept) (S17),Sidearm,Energy,Legendary,Arc,0,999999,No,17,Aggressive Burst,Barrels,Magazines,Frames,Frames,,90.0,25.0,,,,,,,,,39.0,56.0,33.0,25.0,60.0,96.0,24.0,325.0,,41.0,,,12.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Demolitionist,Air Assault,Subsistence,Killing Wind,Well-Rounded,Moving Target,,,,,,,,Rapid Hit,Harmony,Multikill Clip,Vorpal Weapon,Fragile Focus,Adrenaline Junkie,,,,,,,
2408405461,Sacred Provenance,Sacred Provenance (S08),Pulse Rifle,Kinetic,Legendary,Kinetic,1,999999,No,8,Aggressive Burst,Barrels,Magazines,Frames,Frames,,48.0,10.0,,,,,,,,,24.0,35.0,52.0,41.0,69.0,70.0,36.0,450.0,,57.0,,,18.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Light Mag,,,,,,,,Rangefinder,Full Auto Trigger System,Rapid Hit,Outlaw,,,,,,,,,,Headseeker,Kill Clip,Snapshot Sights,Quickdraw,,,,,,,,,
2414141462,The Vision,The Vision (S14),Sidearm,Energy,Legendary,Arc,0,999999,No,14,Omolon Adaptive Frame,Scopes,Magazines,Frames,Frames,,65.0,12.0,,,,,,,,,50.0,75.0,47.0,27.0,30.0,90.0,32.0,491.0,,80.0,,,12.0,QuickDot SAS,Control SAS,Shortspec SAS,Tactic SAS,Target SAS,FarPoint SAS,,,,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Grave Robber,Surplus,Ambitious Assassin,Underdog,Full Auto Trigger System,Killing Wind,,,,,,,,Kill Clip,One for All,Swashbuckler,Disruption Break,Sympathetic Arsenal,Elemental Capacitor,,,,,,,
2414612776,New City,New City (S02),Submachine Gun,Kinetic,Legendary,Kinetic,0,1060,Yes,2,Adaptive Frame,Scopes,Magazines,Frames,,,45.0,12.0,,,,,,,,,52.0,20.0,43.0,33.0,43.0,81.0,48.0,900.0,,43.0,,,13.0,IS 5 Circle,Model 8 Red,,,,,,,,,,,,Tactical Mag,Accurized Rounds,,,,,,,,,,,,Quickdraw,,,,,,,,,,,,,,,,,,,,,,,,,
2414612777,Atalanta-D,Atalanta-D (S02),Submachine Gun,Kinetic,Legendary,Kinetic,0,1060,Yes,2,Precision Frame,Scopes,Magazines,Frames,,,54.0,12.0,,,,,,,,,23.0,25.0,21.0,27.0,47.0,82.0,19.0,600.0,,39.0,,,13.0,GA Post,SD Thermal,,,,,,,,,,,,Extended Mag,Steady Rounds,,,,,,,,,,,,Tap the Trigger,,,,,,,,,,,,,,,,,,,,,,,,,
2415517654,Bastion,Bastion (S09),Fusion Rifle,Kinetic,Exotic,Kinetic,0,999999,No,9,Saint's Fists,Barrels,Batteries,Frames,Stocks,,65.0,3.0,,,,780.0,,,,,27.0,80.0,30.0,5.0,25.0,75.0,24.0,,,47.0,,,15.0,Hammer-Forged Rifling,,,,,,,,,,,,,Liquid Coils,,,,,,,,,,,,,Breakthrough,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
2422664927,Atalanta-D XG1992,Atalanta-D XG1992 (S05),Submachine Gun,Kinetic,Legendary,Kinetic,0,1060,Yes,5,Precision Frame,Scopes,Magazines,Frames,Frames,,54.0,12.0,,,,,,,,,23.0,25.0,21.0,27.0,47.0,82.0,19.0,600.0,,39.0,,,13.0,GA Post,GB Iron,SD Thermal,SC Holo,,,,,,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Pulse Monitor,Under Pressure,Slideways,Field Prep,Zen Moment,Snapshot Sights,Moving Target,,,,,,,Dynamic Sway Reduction,Kill Clip,High-Impact Reserves,Grave Robber,Tap the Trigger,Auto-Loading Holster,Threat Detector,,,,,,
2429822976,Rose,Rose (S07),Hand Cannon,Kinetic,Legendary,Kinetic,0,1060,Yes,7,Adaptive Frame,Barrels,Magazines,Frames,Grips,,85.0,10.0,,,,,,,,,68.0,84.0,58.0,11.0,38.0,95.0,55.0,140.0,,40.0,,,14.0,Chambered Compensator,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Outlaw,,,,,,,,,,,,,Polymer Grip,,,,,,,,,,,,
2429822977,Austringer,Austringer (S07),Hand Cannon,Kinetic,Legendary,Kinetic,0,1060,Yes,7,Adaptive Frame,Barrels,Magazines,Frames,Frames,,75.0,10.0,,,,,,,,,47.0,84.0,53.0,11.0,46.0,95.0,46.0,140.0,,59.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Outlaw,Subsistence,Air Assault,Eye of the Storm,Triple Tap,Snapshot Sights,,,,,,,,Rangefinder,Demolitionist,Rampage,Underdog,Zen Moment,Opening Shot,,,,,,,
2433826056,The Quickstep,The Quickstep (S03),Submachine Gun,Energy,Legendary,Solar,0,1060,Yes,3,Adaptive Frame,Scopes,Magazines,Frames,,,47.0,12.0,,,,,,,,,50.0,20.0,39.0,28.0,38.0,91.0,48.0,900.0,,43.0,,,13.0,SLO-21 Post,SPO-57 Front,SPO-26 Front,,,,,,,,,,,Steady Rounds,Flared Magwell,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
2434225986,Shattered Cipher,Shattered Cipher (S14),Machine Gun,Power,Legendary,Void,0,999999,No,14,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,64.0,6.0,,,,,,,,,52.0,25.0,37.0,75.0,20.0,45.0,65.0,900.0,,33.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Tunnel Vision,Heating Up,Field Prep,Under Pressure,Slideways,Auto-Loading Holster,,,,,,,,Unrelenting,Snapshot Sights,Surrounded,Zen Moment,Rampage,Adrenaline Junkie,,,,,,,
